transaction_id,title,description,seller_user_id,buyer_user_id,create_timestamp,created_timestamp,paid_timestamp,shipped_timestamp,quantity,listing_image_id,receipt_id,is_digital,file_data,listing_id,sku,product_id,transaction_type,price,shipping_cost,variations,product_data,shipping_profile_id,min_processing_days,max_processing_days,shipping_method,shipping_upgrade,expected_ship_date,buyer_coupon,shop_coupon
4144918334,"Autism Vintage T-Shirt, Retro Metal Shirt, Metallica Meme Tee, Vintage Washed Relaxed Cotton Shirt, Cool Autism Gifts","📦 SHIPPING

We ship and fulfill orders from local providers in the US, Canada, the EU, UK, and Australia. Therefore, shipping is fulfilled quickly without having to deal with extra customs procedures and fees. 

- For US domestic orders, standard shipping is 2-7 business days in transit.
- For shipments from local providers, shipping can vary from 2-15 business days.
- For international orders, products can take up to 21 days in transit and reach upwards of 30 days.

👕 SIZING

The female model is 5’8, wearing a size XL shirt. The male model is also 5’8, wearing a size L shirt. This is a unisex shirt true to size. To get the oversized look, you should choose 1-3x your original size.

🧑🏻‍🏫 HOW TO ORDER

1-) Please check all photos for details
2-) Choose your apparel size from the Drop-Down lists next to the item picture.
3-) Choose your apparel colors to your preference on the next slide.
4-) Write a message on the text you want to be personalized and how. Please send 3-5 photos (preferably high quality) that you would like on the shirt by pressing, “Message Seller” and attaching the pictures.
5-) Click Add to Cart. You can also find, “Contact Seller” in the Cart page to add more personalizations. 
6-) Click &quot;Proceed to check out&quot;

👉 T-SHIRT SPECIFICATIONS

- 100% cotton
- Fabric weight: 6.0 oz/y² (203.4 g/m²)
- Pre-shrunk & Runs true to size
- Shoulder-to-shoulder taping
- Unisex size
- Double-needle stitched sleeves and bottom hem
- Quarter-turned to avoid crease down the middle

🥰 CARE INSTRUCTION

We use the newest DTG Technology to print our products. Our water-based inks are organic, 100% non-hazardous, 100% toxin-free, completely vegan-friendly and contain no animal by-products. Safe for infants and babies.

- Machine wash cold, inside-out, gentle cycle with mild detergent and similar colors. Use non-chlorine bleach, only when necessary. No fabric softeners.
- Tumble dry low or hang-dry for longest life.
- Cool iron inside-out if necessary.
- Do not dry clean.

⚠️ ATTENTION

As different computers display colors differently, the color of the actual item may vary slightly from the picture.


If any questions arise, feel free to contact us anytime! We always work to make sure you have the absolute best experience shopping with us!",879431180,944290194,1719233069,1719233069,1719233075,,1,5813487871,3343127650,False,,1679319195,23287791059980182791,19875928663,listing,"{'amount': 2028, 'divisor': 100, 'currency_code': 'USD'}","{'amount': 0, 'divisor': 100, 'currency_code': 'USD'}","[{'property_id': 513, 'value_id': 50135267836, 'formatted_name': 'Colors', 'formatted_value': 'Black'}, {'property_id': 514, 'value_id': 71931465715, 'formatted_name': 'Sizes', 'formatted_value': 'XL'}]","[{'property_id': 513, 'property_name': 'Custom Property', 'scale_id': None, 'scale_name': None, 'value_ids': [50135267836], 'values': ['Black']}, {'property_id': 514, 'property_name': 'Custom Property', 'scale_id': None, 'scale_name': None, 'value_ids': [71931465715], 'values': ['XL']}]",220705902446,1,5,,,1719665075,3.96,4.06
4144679861,"Jorking it - Unhinged Shirt, Weirdcore shirt, Oddly Specific Shirt, Shirts That Go Hard, Funny TShirt, Unisex Shirt","📦 SHIPPING

We ship and fulfill orders from local providers in the US, Canada, the EU, UK, and Australia. Therefore, shipping is fulfilled quickly without having to deal with extra customs procedures and fees. 

- For US domestic orders, standard shipping is 2-7 business days in transit.
- For shipments from local providers, shipping can vary from 2-15 business days.
- For international orders, products can take up to 21 days in transit and reach upwards of 30 days.

👕 SIZING

The female model is 5’8, wearing a size XL shirt. The male model is also 5’8, wearing a size L shirt. This is a unisex shirt true to size. To get the oversized look, you should choose 1-3x your original size.

🧑🏻‍🏫 HOW TO ORDER

1-) Please check all photos for details
2-) Choose your apparel size from the Drop-Down lists next to the item picture.
3-) Choose your apparel colors to your preference on the next slide.
4-) Write a message on the text you want to be personalized and how. Please send 3-5 photos (preferably high quality) that you would like on the shirt by pressing, “Message Seller” and attaching the pictures.
5-) Click Add to Cart. You can also find, “Contact Seller” in the Cart page to add more personalizations. 
6-) Click &quot;Proceed to check out&quot;

👉 T-SHIRT SPECIFICATIONS

- 100% cotton
- Fabric weight: 6.0 oz/y² (203.4 g/m²)
- Pre-shrunk & Runs true to size
- Shoulder-to-shoulder taping
- Unisex size
- Double-needle stitched sleeves and bottom hem
- Quarter-turned to avoid crease down the middle

🥰 CARE INSTRUCTION

We use the newest DTG Technology to print our products. Our water-based inks are organic, 100% non-hazardous, 100% toxin-free, completely vegan-friendly and contain no animal by-products. Safe for infants and babies.

- Machine wash cold, inside-out, gentle cycle with mild detergent and similar colors. Use non-chlorine bleach, only when necessary. No fabric softeners.
- Tumble dry low or hang-dry for longest life.
- Cool iron inside-out if necessary.
- Do not dry clean.

⚠️ ATTENTION

As different computers display colors differently, the color of the actual item may vary slightly from the picture.


If any questions arise, feel free to contact us anytime! We always work to make sure you have the absolute best experience shopping with us!",879431180,748386516,1719120319,1719120319,1719120334,1719265187.0,1,5730704461,3335263813,False,,1639180476,16116874891630864320,19773292182,listing,"{'amount': 1974, 'divisor': 100, 'currency_code': 'USD'}","{'amount': 0, 'divisor': 100, 'currency_code': 'USD'}","[{'property_id': 513, 'value_id': 53663098272, 'formatted_name': 'Colors', 'formatted_value': 'Light Pink'}, {'property_id': 514, 'value_id': 54657375794, 'formatted_name': 'Sizes', 'formatted_value': 'S'}]","[{'property_id': 513, 'property_name': 'Custom Property', 'scale_id': None, 'scale_name': None, 'value_ids': [53663098272], 'values': ['Light Pink']}, {'property_id': 514, 'property_name': 'Custom Property', 'scale_id': None, 'scale_name': None, 'value_ids': [54657375794], 'values': ['S']}]",220705902446,1,5,,,1719265187,5.64,3.95
4144597991,"Rippit - Funny T-Shirt, Frog Sweat Shirt, Frog Shirt, Stoner Shirt, Stoner Gift, Stoner Girls, Frog Shirt Funny, Frog Valentines Day Shirt","📦 SHIPPING

We ship and fulfill orders from local providers in the US, Canada, the EU, UK, and Australia. Therefore, shipping is fulfilled quickly without having to deal with extra customs procedures and fees. 

- For US domestic orders, standard shipping is 2-7 business days in transit.
- For shipments from local providers, shipping can vary from 2-15 business days.
- For international orders, products can take up to 21 days in transit and reach upwards of 30 days.

👕 SIZING

The female model is 5’8, wearing a size XL shirt. The male model is also 5’8, wearing a size L shirt. This is a unisex shirt true to size. To get the oversized look, you should choose 1-3x your original size.

🧑🏻‍🏫 HOW TO ORDER

1-) Please check all photos for details
2-) Choose your apparel size from the Drop-Down lists next to the item picture.
3-) Choose your apparel colors to your preference on the next slide.
4-) Write a message on the text you want to be personalized and how. Please send 3-5 photos (preferably high quality) that you would like on the shirt by pressing, “Message Seller” and attaching the pictures.
5-) Click Add to Cart. You can also find, “Contact Seller” in the Cart page to add more personalizations. 
6-) Click &quot;Proceed to check out&quot;

👉 T-SHIRT SPECIFICATIONS

- 100% cotton
- Fabric weight: 6.0 oz/y² (203.4 g/m²)
- Pre-shrunk & Runs true to size
- Shoulder-to-shoulder taping
- Unisex size
- Double-needle stitched sleeves and bottom hem
- Quarter-turned to avoid crease down the middle

🥰 CARE INSTRUCTION

We use the newest DTG Technology to print our products. Our water-based inks are organic, 100% non-hazardous, 100% toxin-free, completely vegan-friendly and contain no animal by-products. Safe for infants and babies.

- Machine wash cold, inside-out, gentle cycle with mild detergent and similar colors. Use non-chlorine bleach, only when necessary. No fabric softeners.
- Tumble dry low or hang-dry for longest life.
- Cool iron inside-out if necessary.
- Do not dry clean.

⚠️ ATTENTION

As different computers display colors differently, the color of the actual item may vary slightly from the picture.


If any questions arise, feel free to contact us anytime! We always work to make sure you have the absolute best experience shopping with us!",879431180,943873304,1719111802,1719111802,1719111808,1719187057.0,1,5783951324,3335203979,False,,1639180666,32829162117180635477,19408713289,listing,"{'amount': 2015, 'divisor': 100, 'currency_code': 'USD'}","{'amount': 0, 'divisor': 100, 'currency_code': 'USD'}","[{'property_id': 513, 'value_id': 96446101302, 'formatted_name': 'Colors', 'formatted_value': 'Dark Chocolate'}, {'property_id': 514, 'value_id': 54657375590, 'formatted_name': 'Sizes', 'formatted_value': 'L'}]","[{'property_id': 513, 'property_name': 'Custom Property', 'scale_id': None, 'scale_name': None, 'value_ids': [96446101302], 'values': ['Dark Chocolate']}, {'property_id': 514, 'property_name': 'Custom Property', 'scale_id': None, 'scale_name': None, 'value_ids': [54657375590], 'values': ['L']}]",220705902446,1,5,,,1719187057,4.03,4.03
4144539303,"Jorking it - Unhinged Shirt, Weirdcore shirt, Oddly Specific Shirt, Shirts That Go Hard, Funny TShirt, Unisex Shirt","📦 SHIPPING

We ship and fulfill orders from local providers in the US, Canada, the EU, UK, and Australia. Therefore, shipping is fulfilled quickly without having to deal with extra customs procedures and fees. 

- For US domestic orders, standard shipping is 2-7 business days in transit.
- For shipments from local providers, shipping can vary from 2-15 business days.
- For international orders, products can take up to 21 days in transit and reach upwards of 30 days.

👕 SIZING

The female model is 5’8, wearing a size XL shirt. The male model is also 5’8, wearing a size L shirt. This is a unisex shirt true to size. To get the oversized look, you should choose 1-3x your original size.

🧑🏻‍🏫 HOW TO ORDER

1-) Please check all photos for details
2-) Choose your apparel size from the Drop-Down lists next to the item picture.
3-) Choose your apparel colors to your preference on the next slide.
4-) Write a message on the text you want to be personalized and how. Please send 3-5 photos (preferably high quality) that you would like on the shirt by pressing, “Message Seller” and attaching the pictures.
5-) Click Add to Cart. You can also find, “Contact Seller” in the Cart page to add more personalizations. 
6-) Click &quot;Proceed to check out&quot;

👉 T-SHIRT SPECIFICATIONS

- 100% cotton
- Fabric weight: 6.0 oz/y² (203.4 g/m²)
- Pre-shrunk & Runs true to size
- Shoulder-to-shoulder taping
- Unisex size
- Double-needle stitched sleeves and bottom hem
- Quarter-turned to avoid crease down the middle

🥰 CARE INSTRUCTION

We use the newest DTG Technology to print our products. Our water-based inks are organic, 100% non-hazardous, 100% toxin-free, completely vegan-friendly and contain no animal by-products. Safe for infants and babies.

- Machine wash cold, inside-out, gentle cycle with mild detergent and similar colors. Use non-chlorine bleach, only when necessary. No fabric softeners.
- Tumble dry low or hang-dry for longest life.
- Cool iron inside-out if necessary.
- Do not dry clean.

⚠️ ATTENTION

As different computers display colors differently, the color of the actual item may vary slightly from the picture.


If any questions arise, feel free to contact us anytime! We always work to make sure you have the absolute best experience shopping with us!",879431180,709494069,1719107346,1719107346,1719107363,1719234752.0,1,5730704461,3341935074,False,,1639180476,27701042504703777522,19408711485,listing,"{'amount': 1974, 'divisor': 100, 'currency_code': 'USD'}","{'amount': 0, 'divisor': 100, 'currency_code': 'USD'}","[{'property_id': 513, 'value_id': 54638846286, 'formatted_name': 'Colors', 'formatted_value': 'Charcoal'}, {'property_id': 514, 'value_id': 54657375590, 'formatted_name': 'Sizes', 'formatted_value': 'L'}]","[{'property_id': 513, 'property_name': 'Custom Property', 'scale_id': None, 'scale_name': None, 'value_ids': [54638846286], 'values': ['Charcoal']}, {'property_id': 514, 'property_name': 'Custom Property', 'scale_id': None, 'scale_name': None, 'value_ids': [54657375590], 'values': ['L']}]",220705902446,1,5,,,1719234752,3.95,3.95
4141946744,"Feminism Sigma Donkey Shirt - Funny Meme Shirt, Feminist shirt, Aesthetics Shirt, Respect Women Tshirt, Gift for Brother, Gift for Sister","This sigma donkey shirt depicts a donkey with deep intellectual thoughts. The shirt promotes feminism and women’s rights.

📦 SHIPPING

We ship and fulfill orders from local providers in the US, Canada, the EU, UK, and Australia. Therefore, shipping is fulfilled quickly without having to deal with extra customs procedures and fees. 

- For US domestic orders, standard shipping is 2-7 business days in transit.
- For shipments from local providers, shipping can vary from 2-15 business days.
- For international orders, products can take up to 21 days in transit and reach upwards of 30 days.

👕 SIZING

The female model is 5’8, wearing a size XL shirt. The male model is also 5’8, wearing a size L shirt. This is a unisex shirt true to size. To get the oversized look, you should choose 1-3x your original size.

👉 T-SHIRT SPECIFICATIONS

- 100% cotton
- Fabric weight: 6.0 oz/y² (203.4 g/m²)
- Pre-shrunk & Runs true to size
- Unisex size
- Double-needle stitched sleeves and bottom hem

Refunds/returns or exchanges are accepted only for the following situations.
- Wrong product
- Wrong size
- Damaged product
- Wrong printing
Please message us anytime if you have any questions or concerns about this!

🧑🏻‍🏫 HOW TO ORDER

1-) Please check all photos for details
2-) Choose your apparel size from the Drop-Down lists next to the item picture.
3-) Choose your apparel colors to your preference on the next slide.
4-) Click Add to Cart. You can go back and add more products.
5-) Click &quot;Proceed to check out&quot;

🥰 CARE INSTRUCTION

We use the newest DTG Technology to print our products. Our water-based inks are organic, 100% non-hazardous, 100% toxin-free, completely vegan-friendly and contain no animal by-products. Safe for infants and babies.

- Machine wash cold, inside-out, gentle cycle with mild detergent and similar colors. Use non-chlorine bleach, only when necessary. No fabric softeners.
- Tumble dry low or hang-dry for longest life.
- Cool iron inside-out if necessary.
- Do not dry clean.

⚠️ ATTENTION

As different computers display colors differently, the color of the actual item may vary slightly from the picture.


If any questions arise, feel free to contact us anytime! We always work to make sure you have the absolute best experience shopping with us!",879431180,28358880,1718997749,1718997749,1718997765,,1,5730731031,3340770852,False,,1645291743,30650011606399116163,19287578717,listing,"{'amount': 1875, 'divisor': 100, 'currency_code': 'USD'}","{'amount': 0, 'divisor': 100, 'currency_code': 'USD'}","[{'property_id': 513, 'value_id': 54638846286, 'formatted_name': 'Colors', 'formatted_value': 'Charcoal'}, {'property_id': 514, 'value_id': 71931465715, 'formatted_name': 'Sizes', 'formatted_value': 'XL'}]","[{'property_id': 513, 'property_name': 'Custom Property', 'scale_id': None, 'scale_name': None, 'value_ids': [54638846286], 'values': ['Charcoal']}, {'property_id': 514, 'property_name': 'Custom Property', 'scale_id': None, 'scale_name': None, 'value_ids': [71931465715], 'values': ['XL']}]",220705902446,1,5,,,1719429765,3.75,3.75
4138149706,"Why Yes I&#39;m An Architect, Funny Minecraft Meme TShirt, Oddly Specific Joke Tee, Children Shirt, Funny Minecraft Shirt, Gift for Kids","📦 SHIPPING

Free shipping for orders above $35 from our shop!

We ship and fulfill orders from local providers in the US, Canada, the EU, UK, and Australia. Therefore, shipping is fulfilled quickly without having to deal with extra customs procedures and fees. 

- For US domestic orders, standard shipping is 2-7 business days in transit.
- For shipments from local providers, shipping can vary from 2-15 business days.
- For international orders, products can take up to 21 days in transit and reach upwards of 30 days.

👕 SIZING

The female model is 5’8, wearing a size XL shirt. The male model is also 5’8, wearing a size L shirt. This is a unisex shirt true to size. To get the oversized look, you should choose 1-3x your original size.

🧑🏻‍🏫 HOW TO ORDER

1-) Please check all photos for details
2-) Choose your apparel size from the Drop-Down lists next to the item picture.
3-) Choose your apparel colors to your preference on the next slide.
4-) Write a message on the text you want to be personalized and how. Please send 3-5 photos (preferably high quality) that you would like on the shirt by pressing, “Message Seller” and attaching the pictures.
5-) Click Add to Cart. You can also find, “Contact Seller” in the Cart page to add more personalizations. 
6-) Click &quot;Proceed to check out&quot;

👉 T-SHIRT SPECIFICATIONS

- 100% cotton
- Fabric weight: 6.0 oz/y² (203.4 g/m²)
- Pre-shrunk & Runs true to size
- Shoulder-to-shoulder taping
- Unisex size
- Double-needle stitched sleeves and bottom hem
- Quarter-turned to avoid crease down the middle

🥰 CARE INSTRUCTION

We use the newest DTG Technology to print our products. Our water-based inks are organic, 100% non-hazardous, 100% toxin-free, completely vegan-friendly and contain no animal by-products. Safe for infants and babies.

- Machine wash cold, inside-out, gentle cycle with mild detergent and similar colors. Use non-chlorine bleach, only when necessary. No fabric softeners.
- Tumble dry low or hang-dry for longest life.
- Cool iron inside-out if necessary.
- Do not dry clean.

⚠️ ATTENTION

As different computers display colors differently, the color of the actual item may vary slightly from the picture.


If any questions arise, feel free to contact us anytime! We always work to make sure you have the absolute best experience shopping with us!",879431180,814208325,1718725405,1718725405,1718725415,1718845145.0,1,5998310859,3337757386,False,,1717334257,20945336434921110618,20934379956,listing,"{'amount': 2400, 'divisor': 100, 'currency_code': 'USD'}","{'amount': 0, 'divisor': 100, 'currency_code': 'USD'}","[{'property_id': 513, 'value_id': 90045008241, 'formatted_name': 'Colors', 'formatted_value': 'Sand'}, {'property_id': 514, 'value_id': 91416890176, 'formatted_name': 'Sizes', 'formatted_value': '2XL'}]","[{'property_id': 513, 'property_name': 'Custom Property', 'scale_id': None, 'scale_name': None, 'value_ids': [90045008241], 'values': ['Sand']}, {'property_id': 514, 'property_name': 'Custom Property', 'scale_id': None, 'scale_name': None, 'value_ids': [91416890176], 'values': ['2XL']}]",220705902446,1,5,,,1718845145,0.0,0.0
4137532733,"Existence is Pain Au Chocolat, Life is Pain Au Chocolat, Aesthetic Coffee Trendy T-Shirt, Funny French Pastry Shirt, Hilarious, Woman Gift","📦 SHIPPING

Free shipping for orders above $35 from our shop!

We ship and fulfill orders from local providers in the US, Canada, the EU, UK, and Australia. Therefore, shipping is fulfilled quickly without having to deal with extra customs procedures and fees. 

- For US domestic orders, standard shipping is 2-7 business days in transit.
- For shipments from local providers, shipping can vary from 2-15 business days.
- For international orders, products can take up to 21 days in transit and reach upwards of 30 days.

👕 SIZING

The female model is 5’8, wearing a size XL shirt. The male model is also 5’8, wearing a size L shirt. This is a unisex shirt true to size. To get the oversized look, you should choose 1-3x your original size.

🧑🏻‍🏫 HOW TO ORDER

1-) Please check all photos for details
2-) Choose your apparel size from the Drop-Down lists next to the item picture.
3-) Choose your apparel colors to your preference on the next slide.
4-) Write a message on the text you want to be personalized and how. Please send 3-5 photos (preferably high quality) that you would like on the shirt by pressing, “Message Seller” and attaching the pictures.
5-) Click Add to Cart. You can also find, “Contact Seller” in the Cart page to add more personalizations. 
6-) Click &quot;Proceed to check out&quot;

👉 T-SHIRT SPECIFICATIONS

- 100% cotton
- Fabric weight: 6.0 oz/y² (203.4 g/m²)
- Pre-shrunk & Runs true to size
- Shoulder-to-shoulder taping
- Unisex size
- Double-needle stitched sleeves and bottom hem
- Quarter-turned to avoid crease down the middle

🥰 CARE INSTRUCTION

We use the newest DTG Technology to print our products. Our water-based inks are organic, 100% non-hazardous, 100% toxin-free, completely vegan-friendly and contain no animal by-products. Safe for infants and babies.

- Machine wash cold, inside-out, gentle cycle with mild detergent and similar colors. Use non-chlorine bleach, only when necessary. No fabric softeners.
- Tumble dry low or hang-dry for longest life.
- Cool iron inside-out if necessary.
- Do not dry clean.

⚠️ ATTENTION

As different computers display colors differently, the color of the actual item may vary slightly from the picture.


If any questions arise, feel free to contact us anytime! We always work to make sure you have the absolute best experience shopping with us!",879431180,39093837,1718585115,1718585115,1718585120,1718685213.0,1,5950232048,3329979473,False,,1717337887,27955134439361789905,20641807079,listing,"{'amount': 2015, 'divisor': 100, 'currency_code': 'USD'}","{'amount': 0, 'divisor': 100, 'currency_code': 'USD'}","[{'property_id': 513, 'value_id': 56805597893, 'formatted_name': 'Colors', 'formatted_value': 'Light Blue'}, {'property_id': 514, 'value_id': 54657375590, 'formatted_name': 'Sizes', 'formatted_value': 'L'}]","[{'property_id': 513, 'property_name': 'Custom Property', 'scale_id': None, 'scale_name': None, 'value_ids': [56805597893], 'values': ['Light Blue']}, {'property_id': 514, 'property_name': 'Custom Property', 'scale_id': None, 'scale_name': None, 'value_ids': [54657375590], 'values': ['L']}]",220705902446,1,5,,,1718685213,0.0,0.0
4136814773,"Jorking it - Unhinged Shirt, Weirdcore shirt, Oddly Specific Shirt, Shirts That Go Hard, Funny TShirt, Unisex Shirt","📦 SHIPPING

We ship and fulfill orders from local providers in the US, Canada, the EU, UK, and Australia. Therefore, shipping is fulfilled quickly without having to deal with extra customs procedures and fees. 

- For US domestic orders, standard shipping is 2-7 business days in transit.
- For shipments from local providers, shipping can vary from 2-15 business days.
- For international orders, products can take up to 21 days in transit and reach upwards of 30 days.

👕 SIZING

The female model is 5’8, wearing a size XL shirt. The male model is also 5’8, wearing a size L shirt. This is a unisex shirt true to size. To get the oversized look, you should choose 1-3x your original size.

🧑🏻‍🏫 HOW TO ORDER

1-) Please check all photos for details
2-) Choose your apparel size from the Drop-Down lists next to the item picture.
3-) Choose your apparel colors to your preference on the next slide.
4-) Write a message on the text you want to be personalized and how. Please send 3-5 photos (preferably high quality) that you would like on the shirt by pressing, “Message Seller” and attaching the pictures.
5-) Click Add to Cart. You can also find, “Contact Seller” in the Cart page to add more personalizations. 
6-) Click &quot;Proceed to check out&quot;

👉 T-SHIRT SPECIFICATIONS

- 100% cotton
- Fabric weight: 6.0 oz/y² (203.4 g/m²)
- Pre-shrunk & Runs true to size
- Shoulder-to-shoulder taping
- Unisex size
- Double-needle stitched sleeves and bottom hem
- Quarter-turned to avoid crease down the middle

🥰 CARE INSTRUCTION

We use the newest DTG Technology to print our products. Our water-based inks are organic, 100% non-hazardous, 100% toxin-free, completely vegan-friendly and contain no animal by-products. Safe for infants and babies.

- Machine wash cold, inside-out, gentle cycle with mild detergent and similar colors. Use non-chlorine bleach, only when necessary. No fabric softeners.
- Tumble dry low or hang-dry for longest life.
- Cool iron inside-out if necessary.
- Do not dry clean.

⚠️ ATTENTION

As different computers display colors differently, the color of the actual item may vary slightly from the picture.


If any questions arise, feel free to contact us anytime! We always work to make sure you have the absolute best experience shopping with us!",879431180,596910795,1718545654,1718545654,1718545665,1718792736.0,1,5730704461,3335787072,False,,1639180476,24375842591171384684,19773292286,listing,"{'amount': 1814, 'divisor': 100, 'currency_code': 'USD'}","{'amount': 0, 'divisor': 100, 'currency_code': 'USD'}","[{'property_id': 513, 'value_id': 50135267836, 'formatted_name': 'Colors', 'formatted_value': 'Black'}, {'property_id': 514, 'value_id': 56802856687, 'formatted_name': 'Sizes', 'formatted_value': 'M'}]","[{'property_id': 513, 'property_name': 'Custom Property', 'scale_id': None, 'scale_name': None, 'value_ids': [50135267836], 'values': ['Black']}, {'property_id': 514, 'property_name': 'Custom Property', 'scale_id': None, 'scale_name': None, 'value_ids': [56802856687], 'values': ['M']}]",220705902446,1,5,,,1718792736,0.0,0.0
4135779030,"Jorking it - Unhinged Shirt, Weirdcore shirt, Oddly Specific Shirt, Shirts That Go Hard, Funny TShirt, Unisex Shirt","📦 SHIPPING

We ship and fulfill orders from local providers in the US, Canada, the EU, UK, and Australia. Therefore, shipping is fulfilled quickly without having to deal with extra customs procedures and fees. 

- For US domestic orders, standard shipping is 2-7 business days in transit.
- For shipments from local providers, shipping can vary from 2-15 business days.
- For international orders, products can take up to 21 days in transit and reach upwards of 30 days.

👕 SIZING

The female model is 5’8, wearing a size XL shirt. The male model is also 5’8, wearing a size L shirt. This is a unisex shirt true to size. To get the oversized look, you should choose 1-3x your original size.

🧑🏻‍🏫 HOW TO ORDER

1-) Please check all photos for details
2-) Choose your apparel size from the Drop-Down lists next to the item picture.
3-) Choose your apparel colors to your preference on the next slide.
4-) Write a message on the text you want to be personalized and how. Please send 3-5 photos (preferably high quality) that you would like on the shirt by pressing, “Message Seller” and attaching the pictures.
5-) Click Add to Cart. You can also find, “Contact Seller” in the Cart page to add more personalizations. 
6-) Click &quot;Proceed to check out&quot;

👉 T-SHIRT SPECIFICATIONS

- 100% cotton
- Fabric weight: 6.0 oz/y² (203.4 g/m²)
- Pre-shrunk & Runs true to size
- Shoulder-to-shoulder taping
- Unisex size
- Double-needle stitched sleeves and bottom hem
- Quarter-turned to avoid crease down the middle

🥰 CARE INSTRUCTION

We use the newest DTG Technology to print our products. Our water-based inks are organic, 100% non-hazardous, 100% toxin-free, completely vegan-friendly and contain no animal by-products. Safe for infants and babies.

- Machine wash cold, inside-out, gentle cycle with mild detergent and similar colors. Use non-chlorine bleach, only when necessary. No fabric softeners.
- Tumble dry low or hang-dry for longest life.
- Cool iron inside-out if necessary.
- Do not dry clean.

⚠️ ATTENTION

As different computers display colors differently, the color of the actual item may vary slightly from the picture.


If any questions arise, feel free to contact us anytime! We always work to make sure you have the absolute best experience shopping with us!",879431180,266667522,1718552043,1718552043,1718552058,1718643753.0,1,5730704461,3335875644,False,,1639180476,27701042504703777522,19408711485,listing,"{'amount': 1814, 'divisor': 100, 'currency_code': 'USD'}","{'amount': 0, 'divisor': 100, 'currency_code': 'USD'}","[{'property_id': 513, 'value_id': 54638846286, 'formatted_name': 'Colors', 'formatted_value': 'Charcoal'}, {'property_id': 514, 'value_id': 54657375590, 'formatted_name': 'Sizes', 'formatted_value': 'L'}]","[{'property_id': 513, 'property_name': 'Custom Property', 'scale_id': None, 'scale_name': None, 'value_ids': [54638846286], 'values': ['Charcoal']}, {'property_id': 514, 'property_name': 'Custom Property', 'scale_id': None, 'scale_name': None, 'value_ids': [54657375590], 'values': ['L']}]",220705902446,1,5,,,1718643753,0.0,0.0
4134659734,"My Brain is Lacking, But My Ass is Packing, Funny Shirt, Frog Sweat Shirt, Frog Shirt, Frog Shirt Funny, Frog Valentines Day Shirt","📦 SHIPPING

We ship and fulfill orders from local providers in the US, Canada, the EU, UK, and Australia. Therefore, shipping is fulfilled quickly without having to deal with extra customs procedures and fees. 

- For US domestic orders, standard shipping is 2-7 business days in transit.
- For shipments from local providers, shipping can vary from 2-15 business days.
- For international orders, products can take up to 21 days in transit and reach upwards of 30 days.

👕 SIZING

The female model is 5’8, wearing a size XL shirt. The male model is also 5’8, wearing a size L shirt. This is a unisex shirt true to size. To get the oversized look, you should choose 1-3x your original size.

🧑🏻‍🏫 HOW TO ORDER

1-) Please check all photos for details
2-) Choose your apparel size from the Drop-Down lists next to the item picture.
3-) Choose your apparel colors to your preference on the next slide.
4-) Write a message on the text you want to be personalized and how. Please send 3-5 photos (preferably high quality) that you would like on the shirt by pressing, “Message Seller” and attaching the pictures.
5-) Click Add to Cart. You can also find, “Contact Seller” in the Cart page to add more personalizations. 
6-) Click &quot;Proceed to check out&quot;

👉 T-SHIRT SPECIFICATIONS

- 100% cotton
- Fabric weight: 6.0 oz/y² (203.4 g/m²)
- Pre-shrunk & Runs true to size
- Shoulder-to-shoulder taping
- Unisex size
- Double-needle stitched sleeves and bottom hem
- Quarter-turned to avoid crease down the middle

🥰 CARE INSTRUCTION

We use the newest DTG Technology to print our products. Our water-based inks are organic, 100% non-hazardous, 100% toxin-free, completely vegan-friendly and contain no animal by-products. Safe for infants and babies.

- Machine wash cold, inside-out, gentle cycle with mild detergent and similar colors. Use non-chlorine bleach, only when necessary. No fabric softeners.
- Tumble dry low or hang-dry for longest life.
- Cool iron inside-out if necessary.
- Do not dry clean.

⚠️ ATTENTION

As different computers display colors differently, the color of the actual item may vary slightly from the picture.


If any questions arise, feel free to contact us anytime! We always work to make sure you have the absolute best experience shopping with us!",879431180,941475976,1718467326,1718467326,1718467331,1718574782.0,1,5682697634,3328705229,False,,1639180804,17073883867741933495,19408714731,listing,"{'amount': 2016, 'divisor': 100, 'currency_code': 'USD'}","{'amount': 0, 'divisor': 100, 'currency_code': 'USD'}","[{'property_id': 513, 'value_id': 53663098272, 'formatted_name': 'Colors', 'formatted_value': 'Light Pink'}, {'property_id': 514, 'value_id': 71931465715, 'formatted_name': 'Sizes', 'formatted_value': 'XL'}]","[{'property_id': 513, 'property_name': 'Custom Property', 'scale_id': None, 'scale_name': None, 'value_ids': [53663098272], 'values': ['Light Pink']}, {'property_id': 514, 'property_name': 'Custom Property', 'scale_id': None, 'scale_name': None, 'value_ids': [71931465715], 'values': ['XL']}]",220705902446,1,5,,,1718574782,0.0,0.0
